#NAME?,Target Muscle Group 
Ring Pelican Push Up,Chest
Barbell Back Rack Alternating Step Up,Legs
Barbell Front Rack Alternating Step Up,Legs
Ring Feet Elevated Pelican Push Up,Chest
Suspension Pelican Push Up,Chest
Ring Tuck L Sit,Abdominals
Ring Tuck L Sit Hang,Abdominals
Bar Tuck L Sit Hang,Abdominals
Single Arm Kettlebell Overhead Alternating Lateral Lunge,Legs
Single Arm Kettlebell Overhead Alternating Forward Lunge,Legs
Ring Support Mountain Climber,Abdominals
Ring Feet Elevated Mountain Climber,Abdominals
Single Arm Kettlebell Overhead Alternating Reverse Lunge,Legs
Ring Dead Hang,Back
Parallette Kneeling Push Up,Chest
Clubbell Outside Circle,Abdominals
Single Arm Macebell Order Carry,Forearms
Clubbell Order Carry,Forearms
Macebell Order Carry,Forearms
Clubbell Front Flag Hold Carry,Forearms
Macebell Order March,Abdominals
Single Arm Macebell Order March,Abdominals
Single Arm Kettlebell Bottoms Up Overhead Alternating Lateral Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Alternating Forward Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Alternating Reverse Lunge,Legs
Stability Ball T's Y's I's ,Rear Shoulder
Resistance Band Reverse Fly,Rear Shoulder
Resistance Band Lateral Raise,Middle Shoulder
Double Dumbbell Lateral Raise,Middle Shoulder
Single Arm Resistance Band Standing Shoulder External Rotation,Rear Shoulder
Double Dumbbell Seated Lateral Raise,Middle Shoulder
Single Arm Dumbbell Side Lying Shoulder External Rotation,Rear Shoulder
Miniband Standing Shoulder External Rotation,Rear Shoulder
Stability Ball Double Dumbbell Seated Arnold Press,Front Shoulder
Single Arm Cable Lateral Raise,Middle Shoulder
Double Dumbbell Seated Overhead Press,Front Shoulder
Double Dumbbell Overhead Press,Front Shoulder
Double Dumbbell Shrug,Back
EZ Bar Kneeling Rollout,Abdominals
EZ Bar Standing Rollout,Abdominals
Alternating Double Dumbbell Bicep Curl,Biceps
Alternating Double Dumbbell Incline Bench Bicep Curl,Biceps
Alternating Double Dumbbell Hammer Curl,Biceps
Alternating Double Dumbbell Cross Body Hammer Curl,Biceps
Single Arm Dumbbell Incline Bench Preacher Curl,Biceps
Dumbbell Crush Grip Bicep Curl,Biceps
Double Dumbbell Zottman Curl,Biceps
Dumbbell Waiter Curl,Biceps
Cable Straight Bar Drag Curl,Biceps
Cable Rope Hammer Curl,Biceps
Kettlebell Goblet Alternating Lateral Lunge,Legs
Suspension Bicep Curl,Biceps
Double Dumbbell Tricep Kickback,Triceps
Tire Jump,Legs
Tire Jump Through,Legs
Tire Broad Jump,Legs
Tire Step Up,Legs
Tire Alternating Step Up,Legs
Tire Alternating Toe Taps Around the World,Legs
Dumbbell Seated Overhead Tricep Extension,Triceps
Tire Lateral Jump Through,Legs
Tire Carry,Forearms
Dumbbell Overhead Tricep Extension,Triceps
Double Dumbbell Close Grip Floor Press,Triceps
Barbell Back Rack Carry,Abdominals
Single Arm Barbell Suitcase Carry,Forearms
Suspension Bulgarian Split Squat,Legs
Suspension Bulgarian Split Squat Jump,Legs
Bodyweight Lateral Bear Crawl,Abdominals
Bodyweight Step Up Jump,Legs
Tire Step Up Jump,Legs
Bodyweight Alternating Step Up Jump,Legs
Tire Alternating Step Up Jump,Legs
Barbell Power Clean to Push Press,Front Shoulder
Double Dumbbell Close Grip Bench Press,Triceps
Double Clubbell Inside Pendulum,Abdominals
Single Arm Clubbell Outside Pendulum,Abdominals
Double Clubbell Outside Pendulum,Abdominals
Double Clubbell Inside Pendulum to Outside Pendulum,Abdominals
Clubbell Outside Pendulum,Abdominals
Double Clubbell Inside Circle,Abdominals
Double Clubbell Outside Circle,Abdominals
Clubbell Side to Side Swing,Abdominals
Double Dumbbell Close Grip Incline Bench Press,Triceps
Cable Rope Tricep Pushdown ,Triceps
Barbell Incline Push Up,Chest
Bodyweight Kneeling Push Up,Chest
Suspension Push Up,Chest
Suspension Chest Fly,Chest
Stability Ball Double Dumbbell Chest Fly,Chest
Stability Ball Dumbbell Pullover ,Back
Tire Feet Elevated Glute Bridge,Legs
Double Dumbbell Incline Bench Chest Fly,Chest
Suspension Low Row,Back
Tire Flip,Back
Tire In and Out Jump Squat,Legs
Kettlebell Goblet Alternating Forward Lunge,Legs
Double Dumbbell Suitcase Feet Elevated Calf Raise,Legs
Double Dumbbell Suitcase Calf Raise,Legs
Suspension Mid Row,Back
Double Dumbbell Seated Calf Raise,Legs
Barbell Seated Calf Raise,Legs
Double Clubbell Order Feet Elevated Calf Raise,Legs
Double Clubbell Order Calf Raise,Legs
Clubbell Order Feet Elevated Calf Raise,Legs
Clubbell Order Calf Raise,Legs
Single Arm Clubbell Order Feet Elevated Calf Raise,Legs
Single Arm Clubbell Order Calf Raise,Legs
Bodyweight Hand Assisted Feet Elevated Calf Raise,Legs
Bodyweight Hand Assisted Calf Raise,Legs
Bodyweight Calf Raise,Legs
Bodyweight Hand Assisted Foot Elevated Single Leg Calf Raise,Legs
Bodyweight Hand Assisted Single Leg Calf Raise,Legs
Bodyweight Single Leg Calf Raise,Legs
Barbell Front Rack Feet Elevated Calf Raise,Legs
Kettlebell Goblet Alternating Reverse Lunge,Legs
Double Kettlebell L Sit Flutter Kicks,Abdominals
Double Dumbbell Front Rack Feet Elevated Calf Raise,Legs
Double Dumbbell Front Rack Calf Raise,Legs
Barbell Back Rack Feet Elevated Calf Raise,Legs
Tire Mountain Climber,Abdominals
Bodyweight Wall Supported Tibialis Raise,Legs
Cable Seated Tibialis Raise,Legs
Cable Seated Single Leg Tibialis Raise,Legs
Kettlebell Goblet Walking Lunge,Legs
Dumbbell Seated Tibialis Raise,Legs
Kettlebell Horn Grip Alternating Lateral Lunge,Legs
Kettlebell Low Hold Alternating Lateral Lunge,Legs
Double Dumbbell Seated Feet Elevated Calf Raise,Legs
Barbell Seated Feet Elevated Calf Raise,Legs
Kettlebell Horn Grip Alternating Forward Lunge,Legs
Tire Leg Press,Legs
Cable Split Squat Isometric Pallof Press,Abdominals
Bodyweight Split Squat Isometric Calf Raise,Legs
Bodyweight Split Squat Isometric Foot Elevated Calf Raise,Legs
Double Dumbbell Suitcase Split Squat Isometric Calf Raise,Legs
Double Dumbbell Suitcase Split Squat Isometric Foot Elevated Calf Raise,Legs
Kettlebell Horn Grip Alternating Reverse Lunge,Legs
Kettlebell Horn Grip Walking Lunge,Legs
Barbell Back Rack  Split Squat Isometric Calf Raise,Legs
Barbell Back Rack Split Squat Isometric Foot Elevated Calf Raise,Legs
Barbell Front Rack Split Squat Isometric Calf Raise,Legs
Barbell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Legs
Single Arm Dumbbell Suitcase Hand Assisted Ipsilateral Foot Elevated Single Leg Calf Raise,Legs
Double Kettlebell Straddle L Sit,Abdominals
Double Dumbbell Front Rack Split Squat Isometric Calf Raise,Legs
Double Dumbbell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Legs
Single Arm Kettlebell Front Rack Low Switch Cossack Squat,Legs
Single Arm Kettlebell Front Rack Foot Elevated Contralateral Cossack Squat,Legs
Bodyweight Jump Squat,Legs
Double Dumbbell Suitcase Alternating Step Up,Legs
Double Dumbbell Front Rack Step Up,Legs
Cable V Grip Seated Low Row,Back
Resistance Band Half Kneeling Face Pull,Rear Shoulder
Bodyweight Prone Cobra,Back
Barbell Hang Power Snatch,Legs
Barbell Hang Squat Snatch,Legs
Double Dumbbell Seated Reverse Fly,Rear Shoulder
Single Arm Dumbbell Seated Concentration Curl,Biceps
Alternating Double Dumbbell Seated Bicep Curl,Biceps
Alternating Double Dumbbell Front Raise,Front Shoulder
Cable Wide Grip Lat Pulldown,Back
Cable Reverse Grip Lat Pulldown,Back
Cable V Grip Lat Pulldown,Back
Bodyweight Bicycle Crunch,Abdominals
Bodyweight Broad Jump,Legs
Bodyweight Forearm Plank,Abdominals
Parallette Plank,Abdominals
Double Clubbell Shoulder Park Squat,Legs
Double Clubbell Clean to Shoulder Park Squat,Legs
Clubbell Shoulder Park Squat,Legs
Single Arm Clubbell Shoulder Park Squat,Legs
Clubbell Swing to Alternating Shoulder Park Squat,Legs
Single Arm Dumbbell Bench Press,Chest
Double Dumbbell Bench Press,Chest
Barbell Split Jerk,Front Shoulder
Barbell Power Clean to Split Jerk,Front Shoulder
Double Dumbbell Incline Bench Press,Chest
Barbell Power Jerk,Front Shoulder
Barbell Squat Jerk,Legs
Double Kettlebell Bent Over Row,Back
Bodyweight Seated Wall Angels,Rear Shoulder
Parallette Kneeling Close Grip Push Up,Triceps
Double Kettlebell Shrug,Back
Bodyweight Alternating Split Squat Jump,Legs
Suspension Y Raise,Rear Shoulder
Bodyweight Standing Wall Angels,Rear Shoulder
Double Kettlebell Mountain Climber,Abdominals
Bodyweight Split Squat Jump,Legs
Bodyweight Duck Walk,Legs
Barbell Front Rack Split Squat,Legs
Barbell Overhead Split Squat,Legs
Double Dumbbell Split Jerk,Front Shoulder
Suspension Reverse Fly,Rear Shoulder
Double Dumbbell Decline Bench Press,Chest
Single Arm Dumbbell Split Jerk,Front Shoulder
Single Arm Kettlebell Bottoms Up Snatch,Legs
Bodyweight Copenhagen Plank Side Raise,Legs
Bodyweight Copenhagen Plank with Leg Lift,Legs
Double Dumbbell Chest Fly,Chest
Double Dumbbell Decline Bench Chest Fly,Chest
Double Kettlebell Suitcase Calf Raise,Legs
Double Kettlebell Front Rack Feet Elevated Calf Raise,Legs
Dumbbell Crush Grip Bent Over Row,Back
Double Kettlebell Front Rack Calf Raise,Legs
Dumbbell Crush Grip Bicep Curl to Overhead Press,Front Shoulder
Dumbbell Crush Grip Overhead Press,Front Shoulder
Dumbbell Crush Grip Floor Press,Chest
Dumbbell Crush Grip Overhead Tricep Extension,Triceps
Double Kettlebell Suitcase Split Squat Isometric Calf Raise,Legs
Bodyweight Single Leg Hip Thrust,Legs
Stability Ball Single Leg Hip Thrust,Legs
Double Kettlebell Suitcase Split Squat Isometric Foot Elevated Calf Raise,Legs
Single Arm Kettlebell Suitcase Hand Assisted Ipsilateral Foot Elevated Single Leg Calf Raise,Legs
Double Kettlebell Front Rack Split Squat Isometric Calf Raise,Legs
Cable V Grip Seated Floor Lat Pulldown,Back
Double Kettlebell Front Rack Split Squat Isometric Foot Elevated Calf Raise,Legs
Battle Rope Alternating Wave,Biceps
Cable Rope Tall Kneeling Tricep Pushdown,Triceps
Bodyweight Feet Elevated Calf Raise,Legs
Stability Ball Reverse Hyperextension,Legs
Bodyweight Bench Frog Reverse Hyperextension,Legs
Bodyweight Bench Reverse Hyperextension,Legs
Cable Rope Tall Kneeling Low to High Chop,Abdominals
Bodyweight V Up,Abdominals
Slider Barbell Front Rack Reverse Lunge,Legs
Slider Barbell Back Rack Reverse Lunge,Legs
Slider Reverse Lunge,Legs
Barbell Push Jerk,Front Shoulder
Barbell Power Clean to Push Jerk,Front Shoulder
Barbell Squat Clean to Push Jerk,Front Shoulder
Single Arm Kettlebell Outside Swing,Legs
Single Arm Kettlebell Suitcase Alternating Forward Lunge Pass Through,Legs
Single Arm Kettlebell Suitcase Alternating Reverse Lunge Pass Through,Legs
Single Arm Kettlebell Contralateral Forward Lunge Snatch,Legs
Single Arm Kettlebell Alternating Forward Lunge Snatch,Legs
Double Kettlebell Overhead Press,Front Shoulder
Cable Straight Bar Bicep Curl,Biceps
Double Kettlebell Glute Bridge Isometric Floor Press,Chest
Slider Single Arm Dumbbell Front Rack Ipsilateral Reverse Lunge,Legs
Slider Single Arm Dumbbell Suitcase Contralateral Reverse Lunge,Legs
Slider Single Arm Dumbbell Suitcase Ipsilateral Reverse Lunge,Legs
Slider Single Arm Dumbbell Overhead Contralateral Reverse Lunge,Legs
Slider Single Arm Dumbbell Overhead Ipsilateral Reverse Lunge,Legs
Slider Double Dumbbell Front Rack Reverse Lunge,Legs
Slider Double Dumbbell Suitcase Reverse Lunge,Legs
Slider Double Dumbbell Overhead Reverse Lunge,Legs
Double Dumbbell Hammer Curl,Biceps
Alternating Double Dumbbell Bench Press,Chest
Slider Single Arm Clubbell Order Contralateral Reverse Lunge,Legs
Slider Single Arm Clubbell Order Ipsilateral Reverse Lunge,Legs
Slider Double Clubbell Order Reverse Lunge,Legs
Slider Clubbell Order Reverse Lunge,Legs
Slider Macebell Order Reverse Lunge,Legs
Slider Single Arm Macebell Order Contralateral Reverse Lunge,Legs
Slider Single Arm Macebell Order Ipsilateral Reverse Lunge,Legs
Slider Landmine Goblet Reverse Lunge,Legs
Slider Landmine Shoulder Contralateral Reverse Lunge,Legs
Slider Single Arm Landmine Front Rack Contralateral Reverse Lunge,Legs
Slider Single Arm Landmine Front Rack Ipsilateral Reverse Lunge,Legs
Slider Single Arm Landmine Suitcase Contralateral Reverse Lunge,Legs
Slider Single Arm Landmine Suitcase Ipsilateral Reverse Lunge,Legs
Slider Single Arm Landmine Overhead Contralateral Reverse Lunge,Legs
Slider Single Arm Landmine Overhead Ipsilateral Reverse Lunge,Legs
Suspension Jump Squat,Legs
Alternating Double Dumbbell Incline Bench Press,Chest
Alternating Double Dumbbell Decline Bench Press,Chest
Miniband Glute Bridge,Legs
Alternating Double Dumbbell Top Down Bench Press,Chest
Alternating Double Dumbbell Top Down Incline Bench Press,Chest
Alternating Double Dumbbell Top Down Decline Bench Press,Chest
Bar Dead Hang,Back
Trap Bar Deadlift,Back
Trap Bar Staggered Stance Deadlift,Back
Resistance Band Alternating Bicep Curl,Biceps
Landmine Goblet Alternating Curtsy Lunge,Legs
Landmine Goblet Curtsy Lunge,Legs
Barbell Overhead Alternating Curtsy Lunge,Legs
Barbell Back Rack Alternating Curtsy Lunge,Legs
Barbell Zercher Alternating Curtsy Lunge,Legs
Trap Bar Suitcase Carry,Forearms
Trap Bar Romanian Deadlift,Legs
Resistance Band Bicep Curl,Biceps
Resistance Band Chest Press,Chest
Resistance Band Alternating Chest Press,Chest
Trap Bar Deficit Deadlift,Back
Trap Bar Bulgarian Split Squat,Legs
Trap Bar Jump Squat,Legs
Resistance Band Chest Fly,Chest
Battle Rope Power Slam to Burpee,Chest
Resistance Band Low Row,Back
Battle Rope Alternating Reverse Lunge Alternating Wave ,Legs
Bodyweight Split Squat Isometric Hold,Legs
Bodyweight Split Squat,Legs
Barbell Frog Pump,Legs
Barbell Front Rack Calf Raise,Legs
Barbell Back Rack Calf Raise,Legs
Trap Bar Calf Raise,Legs
Barbell Zercher Cyclist Squat,Legs
Trap Bar Rack Pull,Back
Resistance Band Mid Row,Back
Resistance Band Face Pull,Rear Shoulder
Resistance Band Face Pull to Overhead Press,Rear Shoulder
Single Arm Resistance Band Low Row,Back
Single Arm Resistance Band Mid Row,Back
Single Arm Resistance Band Chest Press,Chest
Resistance Band Reverse Grip Bicep Curl,Forearms
Resistance Band Alternating Reverse Grip Bicep Curl,Forearms
Resistance Band Hammer Curl,Biceps
Battle Rope Jumping Jack,Middle Shoulder
Battle Rope Jump Squat Power Slam,Legs
Battle Rope Alternating Side Slam,Abdominals
Battle Rope Jump Squat Alternating Wave,Legs
Battle Rope In and Out Jump Squat Power Slam,Legs
Battle Rope In and Out Jump Squat Alternating Wave,Legs
Bodyweight In and Out Jump Squat,Legs
Miniband Thigh In and Out Jump Squat,Legs
Miniband Ankle In and Out Jump Squat,Legs
Resistance Band Alternating Hammer Curl,Biceps
Resistance Band Y Raise,Rear Shoulder
Battle Rope Split Squat Isometric Power Slam,Abdominals
Battle Rope Alternating Split Squat Jump Alternating Wave,Legs
Battle Rope Alternating Split Squat Jump Power Slam,Legs
Single Arm Kettlebell Front Rack Contralateral Cossack Squat,Legs
Resistance Band Cuban Press,Rear Shoulder
Single Arm Kettlebell Overhead Contralateral Cossack Squat,Legs
Resistance Band Tall Kneeling Cuban Press,Rear Shoulder
Superband Pull Apart,Rear Shoulder
Resistance Band Tall Kneeling Face Pull,Rear Shoulder
Resistance Band Overhead Press,Front Shoulder
Resistance Band Alternating Overhead Press,Front Shoulder
Alternating Double Dumbbell Overhead Press,Front Shoulder
Suspension Skull Crusher,Triceps
Slider Double Dumbbell Front Rack Lateral Lunge,Legs
Slider Double Dumbbell Suitcase Lateral Lunge,Legs
Slider Double Dumbbell Overhead Lateral Lunge,Legs
Double Dumbbell Skull Crusher,Triceps
Double Dumbbell Incline Bench Skull Crusher,Triceps
Double Dumbbell Decline Bench Skull Crusher,Triceps
Dumbbell Crush Grip Skull Crusher,Triceps
Dumbbell Crush Grip Incline Bench Skull Crusher,Triceps
Dumbbell Crush Grip Decline Bench Skull Crusher,Triceps
Double Dumbbell Bent Over Row,Back
EZ Bar Reverse Grip Bent Over Row,Back
Single Arm Kettlebell Overhead Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Front Rack Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Kettlebell Overhead Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Cossack Squat,Legs
Double Kettlebell Bottoms Up Front Rack Foot Elevated Cossack Squat,Legs
Single Arm Dumbbell Bent Over Row,Back
Single Arm Dumbbell Knee Supported Row,Back
Double Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Legs
Double Kettlebell Bottoms Up Overhead Foot Elevated Cossack Squat,Legs
Double Kettlebell Front Rack Foot Elevated Cossack Squat,Legs
Double Kettlebell Overhead Low Switch Cossack Squat,Legs
Double Kettlebell Overhead Foot Elevated Cossack Squat,Legs
Dumbbell Pullover,Back
Single Arm Kettlebell Bottoms Up Front Rack Alternating Cossack Squat,Legs
Dumbbell Incline Bench Pullover,Back
Single Arm Kettlebell Bottoms Up Front Rack Low Switch Cossack Squat,Legs
Single Arm Kettlebell Overhead Alternating Cossack Squat,Legs
Single Arm Kettlebell Overhead Low Switch Cossack Squat,Legs
Tire Incline Push Up,Chest
Double Dumbbell Close Grip Decline Bench Press,Triceps
Bodyweight Eccentric Push Up,Chest
Double Dumbbell Bicep Curl,Biceps
Cable Knee Hover Quadruped Fire Hydrant,Legs
Double Dumbbell Incline Bench Bicep Curl,Biceps
Double Dumbbell Seated Hammer Curl,Biceps
Alternating Double Dumbbell Seated Hammer Curl,Biceps
Double Dumbbell Incline Bench Hammer Curl,Biceps
Single Arm Dumbbell Half Kneeling Windmill,Abdominals
Double Dumbbell Windmill,Abdominals
Alternating Double Dumbbell Incline Bench Hammer Curl,Biceps
Double Dumbbell Cyclist Thruster,Legs
Single Arm Kettlebell Bottoms Up Overhead Low Switch Cossack Squat,Legs
Alternating Double Dumbbell Cyclist Thruster,Legs
Kettlebell Goblet Alternating Pistol Squat,Legs
Kettlebell Goblet Pistol Squat,Legs
Kettlebell Horn Grip Alternating Pistol Squat,Legs
Single Arm Dumbbell Bent Press,Front Shoulder
Single Arm Dumbbell Half Kneeling Bent Press,Front Shoulder
Double Dumbbell Seated Zottman Curl,Biceps
Cable Straight Bar Tricep Pushdown,Triceps
Cable Straight Bar Reverse Grip Tricep Pushdown,Triceps
Alternating Double Dumbbell Zottman Curl,Biceps
Alternating Double Dumbbell Seated Zottman Curl,Biceps
Dumbbell Crush Grip Tall Kneeling Overhead Tricep Extension,Triceps
Single Arm Dumbbell Overhead Press,Front Shoulder
Single Arm Dumbbell Seated Overhead Press,Front Shoulder
Double Dumbbell Seated Bicep Curl,Biceps
Double Dumbbell Incline Bench Zottman Curl,Biceps
Alternating Double Dumbbell Incline Bench Zottman Curl,Biceps
Alternating Double Dumbbell Seated Overhead Press,Front Shoulder
Double Kettlebell Floor Press,Chest
Single Arm Kettlebell Floor Press,Chest
Alternating Double Kettlebell Floor Press,Chest
Single Arm Dumbbell Front Rack Ipsilateral Cossack Squat,Legs
Single Arm Dumbbell Overhead Alternating Cossack Squat,Legs
Dumbbell Crush Grip Seated Overhead Tricep Extension,Triceps
Alternating Double Kettlebell Bent Over Row,Back
Battle Rope Double Wave,Biceps
Double Dumbbell Front Raise,Front Shoulder
Double Dumbbell Incline Bench Prone Lateral Raise,Rear Shoulder
Dumbbell Crush Grip Seated Bicep Curl,Biceps
Double Dumbbell Incline Bench Prone Hammer Curl,Biceps
Single Arm Dumbbell Overhead Low Switch Cossack Squat,Legs
Dumbbell Goblet Foot Elevated Cossack Squat,Legs
Single Arm Clubbell Order Ipsilateral Cossack Squat,Legs
Single Arm Clubbell Order Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Ipsilateral Cossack Squat,Legs
Single Arm Clubbell Front Flag Hold Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Macebell Order Ipsilateral Cossack Squat,Legs
Single Arm Macebell Order Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Dummbell Front Rack Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Dumbbell Front Rack Foot Elevated Ipsilateral Cossack Squat,Legs
Alternating Double Dumbbell Incline Bench Prone Hammer Curl,Biceps
Single Arm Dumbbell Incline Bench Press,Chest
Single Arm Dumbbell Decline Bench Press,Chest
Single Arm Kettlebell Bottoms Up Copenhagen Plank,Legs
Double Dumbbell Floor Press,Chest
Double Kettlebell Bottoms Up Glute Bridge Isometric Bench Press,Chest
Single Arm Kettlebell Bottoms Up Copenhagen Plank Side Raise,Legs
Alternating Double Dumbbell Floor Press,Chest
Kettlebell Seated Single Leg Tibialis Raise,Legs
Double Kettlebell Seated Calf Raise,Legs
Double Kettlebell Seated Feet Elevated Calf Raise,Legs
Alternating Double Dumbbell Thruster,Legs
Single Arm Dumbbell Floor Press,Chest
Single Arm Macebell Inside Circle,Abdominals
Single Arm Macebell Outside Circle,Abdominals
Single Arm Macebell Inside Circle to Outside Circle,Abdominals
Macebell Inside Circle,Abdominals
Macebell Outside Circle,Abdominals
Macebell Inside Circle to Outside Circle,Abdominals
Battle Rope Clap,Middle Shoulder
Battle Rope Inward Circle,Front Shoulder
Battle Rope Outward Circle,Front Shoulder
Double Kettlebell Tall Kneeling Shrug,Back
Alternating Double Dumbbell Bent Over Row,Back
Battle Rope Alternating Cossack Squat Alternating Wave,Legs
Bodyweight Low Switch Cossack Squat,Legs
Barbell Zercher Alternating Cossack Squat,Legs
Barbell Zercher Cossack Squat,Legs
Barbell Zercher Low Switch Cossack Squat,Legs
Barbell Zercher Foot Elevated Cossack Squat,Legs
Barbell Zombie Squat,Legs
Barbell Zombie Split Squat,Legs
Heavy Sandbag Bear Hug Cossack Squat,Legs
Heavy Sandbag Bear Hug Alternating Cossack Squat,Legs
Heavy Sandbag Shoulder Contralateral Cossack Squat,Legs
Heavy Sandbag Shoulder Alternating Cossack Squat,Legs
Heavy Sandbag Shoulder Ipsilateral Cossack Squat,Legs
Barbell Zombie Cyclist Squat,Legs
Single Arm Suspension Foot Elevated Ipsilateral Cossack Squat,Legs
Single Arm Suspension Ipsilateral Cossack Squat,Legs
Battle Rope Low Switch Cossack Squat Alternating Wave,Legs
Plate Overhead Cossack Squat,Legs
Plate Overhead Alternating Cossack Squat,Legs
Plate Overhead Low Switch Cossack Squat,Legs
Plate Overhead Foot Elevated Cossack Squat,Legs
Bulgarian Bag Back Rack Cossack Squat,Legs
Bulgarian Bag Back Rack Alternating Cossack Squat,Legs
Bulgarian Bag Back Rack Low Switch Cossack Squat,Legs
Bulgarian Bag Back Rack Foot Elevated Cossack Squat,Legs
Sandbag Front Rack Cossack Squat,Legs
Sandbag Front Rack Alternating Cossack Squat,Legs
Sandbag Front Rack Low Switch Cossack Squat,Legs
Sandbag Front Rack Foot Elevated Cossack Squat,Legs
Bulgarian Bag Back Rack Bulgarian Split Squat,Legs
Plate Dead Bug,Abdominals
Sandbag Front Rack Bulgarian Split Squat,Legs
Sandbag Back Rack Bulgarian Split Squat,Legs
Plate Russian Twist,Abdominals
Plate Feet Elevated Russian Twist,Abdominals
Bodyweight Feet Elevated Russian Twist,Abdominals
Bodyweight Russian Twist,Abdominals
Landmine Russian Twist,Abdominals
Bodyweight Alternating Hawaiian Squat,Legs
Bodyweight Hawaiian Squat,Legs
Suspension Hawaiian Squat,Legs
Bodyweight Hand Assisted Hawaiian Squat,Legs
Double Kettlebell Incline Bench Press,Chest
Single Arm Kettlebell Incline Bench Press,Chest
Alternating Double Kettlebell Incline Bench Press,Chest
Single Arm Kettlebell Seated Overhead Press,Front Shoulder
Single Arm Kettlebell Knee Supported Row,Back
Macebell Offset Thruster,Legs
Single Arm Dummbell Overhead Foot Elevated Contralateral Cossack Squat,Legs
Single Arm Dummbell Overhead Foot Elevated Ipsilateral Cossack Squat,Legs
Double Kettlebell Seated Overhead Press,Front Shoulder
Double Dumbbell Suitcase Cyclist Squat,Legs
Single Arm Dumbbell Suitcase Cyclist Squat,Legs
Alternating Double Kettlebell Seated Overhead Press,Front Shoulder
Double Kettlebell Bench Press,Chest
Single Arm Macebell Order Cyclist Squat,Legs
Plate Overhead Cyclist Squat,Legs
Bulgarian Bag Back Rack Cyclist Squat,Legs
Sandbag Front Rack Cyclist Squat,Legs
Heavy Sandbag Bear Hug Cyclist Squat,Legs
Heavy Sandbag Shoulder Cyclist Squat,Legs
Landmine Goblet Cyclist Squat,Legs
Double Dumbbell Tall Kneeling Shrug,Back
Single Arm Kettlebell Bench Press,Chest
Dumbbell Goblet Pistol Squat,Legs
Dumbbell Goblet Alternating Pistol Squat,Legs
Alternating Double Kettlebell Bench Press,Chest
Bodyweight Alternating Pistol Squat,Legs
Barbell Zombie Pistol Squat,Legs
Barbell Front Rack Pistol Squat,Legs
Barbell Back Rack Pistol Squat,Legs
Barbell Zercher Pistol Squat,Legs
Dumbbell Crush Grip Front Rack Squat,Legs
Double Kettlebell Decline Bench Press,Chest
Single Arm Kettlebell Decline Bench Press,Chest
Single Arm Macebell Order Squat,Legs
Sandbag Front Rack Squat,Legs
Sandbag Back Rack Squat,Legs
Sandbag Back Rack Alternating Cossack Squat,Legs
Sandbag Back Rack Cossack Squat,Legs
Sandbag Back Rack Low Switch Cossack Squat,Legs
Sandbag Back Rack Foot Elevated Cossack Squat,Legs
Bulgarian Bag Back Rack Curtsy Lunge,Legs
Bulgarian Bag Back Rack Alternating Curtsy Lunge,Legs
Alternating Double Kettlebell Decline Bench Press,Chest
Single Arm Suspension Ipsilateral Skater Squat,Legs
Sandbag Back Rack Walking Lunge,Legs
Resistance Band Pull Apart,Rear Shoulder
Sandbag Bent Over Row,Back
Double Dumbbell Bent Over Reverse Fly,Rear Shoulder
Single Arm Dumbbell Knee Supported Tricep Kickback,Triceps
Double Dumbbell Incline Bench Prone Tricep Kickback,Triceps
Single Arm Cable Tricep Kickback,Triceps
Single Arm Dumbbell Tricep Kickback,Triceps
Slider Dumbbell Goblet Lateral Lunge,Legs
Slider Single Arm Dumbbell Front Rack Contralateral Lateral Lunge,Legs
Slider Single Arm Dumbbell Front Rack Ipsilateral Lateral Lunge,Legs
Slider Single Arm Dumbbell Overhead Contralateral Lateral Lunge,Legs
Slider Single Arm Dumbbell Overhead Ipsilateral Lateral Lunge,Legs
Slider Single Arm Dumbbell Low Hold Contralateral Lateral Lunge,Legs
Double Dumbbell Low Hold Alternating Lateral Lunge,Legs
Double Dumbbell Seated Shrug,Back
